[Info]
Chopper_Name=B4M03 P 3 ZP0.60b029
Save_Date=Wed Jul 19 17:18:57 2023

TIME(msec);FREQUENCY    ;MEASURED SPEED ;CURRENT RMS   ;MOTION TORQUE NM;TEMPERATURE   ;MOTOR TEMPERAT. ;TARGET SPEED   ;ELEC.BRAKE;
41.612;-96.2;-97.2;29;-4.9;34;36;1100;0;
41.640;-96.2;-97.2;29;-5;34;36;1100;0;
41.670;-96.2;-97.2;29;-5;34;36;1100;0;
41.699;-96.2;-97.2;29;-5;34;36;1100;0;
41.729;-96.2;-97.2;29;-5;34;36;1134;0;
41.756;-96.2;-97.2;29;-5;34;36;1134;0;
41.786;-97.5;-97.2;29;-5;34;36;1134;0;
41.814;-97.5;-97.1;29;-5;34;36;1134;0;
41.842;-97.5;-97.1;29;-5;34;36;1134;0;
41.871;-97.5;-97.1;29;-4.9;34;36;1134;0;
41.900;-97.5;-97.1;29;-4.9;34;36;1134;0;
41.929;-97.5;-97.1;29;-4.9;34;36;1134;0;
41.956;-97.5;-97.1;29;-4.9;34;36;1218;0;
41.986;-97.5;-97.1;29;-4.9;34;36;1218;0;
42.015;-96.9;-97.1;29;-4.9;34;36;1218;0;
42.044;-96.9;-97.4;29;-4.9;34;36;1218;0;
42.072;-96.9;-97.4;30;-4.9;34;36;1218;0;
42.102;-96.9;-97.4;30;-5;34;36;1218;0;
42.130;-96.9;-97.4;30;-5;34;36;1218;0;
42.159;-96.9;-97.4;30;-5;34;36;1218;0;
42.188;-96.9;-97.4;30;-5;34;36;1221;0;
42.217;-96.9;-97.4;30;-5;34;36;1221;0;
42.245;-98.3;-97.4;30;-5;34;36;1221;0;
42.273;-98.3;-97.7;30;-5;34;36;1221;0;
42.303;-98.3;-97.7;31;-5;34;36;1221;0;
42.333;-98.3;-97.7;31;-5;34;36;1221;0;
42.362;-98.3;-97.7;31;-5;34;36;1221;0;
42.390;-98.3;-97.7;31;-5;34;36;1221;0;
42.421;-98.3;-97.7;31;-5;34;36;1237;0;
42.450;-98.3;-97.7;31;-5;34;36;1237;0;
42.479;-98.3;-97.7;31;-5;34;36;1237;0;
42.506;-98.3;-98.2;31;-5;34;36;1237;0;
42.535;-98.3;-98.2;32;-5;34;36;1237;0;
42.564;-98.3;-98.2;32;-5.1;34;36;1237;0;
42.593;-98.3;-98.2;32;-5.1;34;36;1237;0;
42.622;-98.3;-98.2;32;-5.1;34;36;1237;0;
42.652;-98.3;-98.2;32;-5.1;34;36;1287;0;
42.681;-98.3;-98.2;32;-5.1;34;36;1287;0;
42.706;-99.7;-98.2;32;-5.1;34;36;1287;0;
42.736;-99.7;-99;32;-5.1;34;36;1287;0;
42.765;-99.7;-99;31;-5.1;34;36;1287;0;
42.794;-99.7;-99;31;-5.1;34;36;1287;0;
42.823;-99.7;-99;31;-5.1;34;36;1287;0;
42.854;-99.7;-99;31;-5.1;34;36;1287;0;
42.883;-99.7;-99;31;-5.1;34;36;1301;0;
42.912;-99.7;-99;31;-5.1;34;36;1301;0;
42.941;-100.2;-99;31;-5.1;34;36;1301;0;
42.972;-100.2;-100.5;31;-5.1;34;36;1301;0;
43.000;-100.2;-100.5;31;-5.1;34;36;1301;0;
43.029;-100.2;-100.5;31;-5.1;34;36;1301;0;
43.058;-100.2;-100.5;31;-5.1;34;36;1301;0;
43.088;-100.2;-100.5;31;-5.1;34;36;1301;0;
43.117;-100.2;-100.5;31;-5.1;34;36;1350;0;
43.146;-100.2;-100.5;31;-5.1;34;36;1350;0;
43.175;-103.2;-100.5;31;-5.1;34;36;1350;0;
43.205;-103.2;-102.3;31;-5.1;34;36;1350;0;
43.235;-103.2;-102.3;32;-5.1;34;36;1350;0;
43.264;-103.2;-102.3;32;-5.2;34;36;1350;0;
43.293;-103.2;-102.3;32;-5.2;34;36;1350;0;
43.323;-103.2;-102.3;32;-5.2;34;36;1350;0;
43.353;-103.2;-102.3;32;-5.2;34;36;1424;0;
43.382;-103.2;-102.3;32;-5.2;34;36;1424;0;
43.411;-106.2;-102.3;32;-5.2;34;36;1424;0;
43.441;-106.2;-104.4;32;-5.2;34;36;1424;0;
43.472;-106.2;-104.4;34;-5.2;34;36;1424;0;
43.528;-106.2;-105.4;34;-5.2;34;36;1424;0;
43.556;-106.2;-105.4;34;-5.2;34;36;1424;0;
43.585;-106.2;-105.4;34;-5.2;34;36;1424;0;
43.614;-106.2;-105.4;34;-5.2;34;36;1424;0;
43.643;-106.2;-105.4;34;-5.2;34;36;1424;0;
43.673;-106.2;-105.4;34;-5.2;34;36;1436;0;
43.703;-106.2;-105.4;34;-5.2;34;36;1436;0;
43.732;-107.8;-105.4;34;-5.2;34;36;1436;0;
43.761;-107.8;-107.6;34;-5.2;34;36;1436;0;
43.791;-107.8;-107.6;34;-5.2;34;36;1436;0;
43.821;-107.8;-107.6;34;-5.2;34;36;1436;0;
43.851;-107.8;-107.6;34;-5.2;34;36;1436;0;
43.880;-107.8;-107.6;34;-5.2;34;36;1436;0;
43.909;-107.8;-107.6;34;-5.2;34;36;1437;0;
43.939;-107.8;-107.6;34;-5.2;34;36;1437;0;
43.968;-111.5;-107.6;34;-5.2;34;36;1437;0;
43.997;-111.5;-110.1;34;-5.2;34;36;1437;0;
44.026;-111.5;-110.1;34;-5.2;34;36;1437;0;
44.055;-111.5;-110.1;34;-5.2;34;36;1437;0;
44.085;-111.5;-110.1;34;-5.2;34;36;1437;0;
44.114;-111.5;-110.1;34;-5.2;34;36;1437;0;
44.144;-111.5;-110.1;34;-5.2;34;36;1435;0;
44.172;-111.5;-110.1;34;-5.2;34;36;1435;0;
44.202;-113.2;-110.1;34;-5.2;34;36;1435;0;
44.231;-113.2;-112.8;34;-5.2;34;36;1435;0;
44.260;-113.2;-112.8;36;-5.2;34;36;1435;0;
44.289;-113.2;-112.8;36;-5.1;34;36;1435;0;
44.319;-113.2;-112.8;36;-5.1;34;36;1435;0;
44.348;-113.2;-112.8;36;-5.1;34;36;1435;0;
44.377;-113.2;-112.8;36;-5.1;34;36;1439;0;
44.406;-113.2;-112.8;36;-5.1;34;36;1439;0;
44.436;-115.3;-112.8;36;-5.1;34;36;1439;0;
44.465;-115.3;-115.2;36;-5.1;34;36;1439;0;
44.494;-115.3;-115.2;35;-5.1;34;36;1439;0;
44.523;-115.3;-115.2;35;-5.2;34;36;1439;0;
44.555;-115.3;-115.2;35;-5.2;34;36;1439;0;
44.584;-115.3;-115.2;35;-5.2;34;36;1439;0;
44.613;-115.3;-115.2;35;-5.2;34;36;1249;0;
44.642;-115.3;-115.2;35;-5.2;34;36;1249;0;
44.671;-118.6;-115.2;35;-5.2;34;36;1249;0;
44.701;-118.6;-117.6;35;-5.2;34;36;1249;0;
44.730;-118.6;-117.6;28;-5.2;34;36;1249;0;
44.759;-118.6;-117.6;28;-4.8;34;36;1249;0;
44.789;-118.6;-117.6;28;-4.8;34;36;1249;0;
44.818;-118.6;-117.6;28;-4.8;34;36;1249;0;
44.847;-118.6;-117.6;28;-4.8;34;36;1221;0;
44.876;-118.6;-117.6;28;-4.8;34;36;1221;0;
44.905;-116.8;-117.6;28;-4.8;34;36;1221;0;
44.935;-116.8;-116.5;28;-4.8;34;36;1221;0;
44.964;-116.8;-116.5;36;-4.8;34;36;1221;0;
44.993;-116.8;-116.5;36;-5;34;36;1221;0;
45.023;-116.8;-116.5;36;-5;34;36;1221;0;
45.053;-116.8;-116.5;36;-5;34;36;1221;0;
45.082;-116.8;-116.5;36;-5;34;36;1229;0;
45.111;-116.8;-116.5;36;-5;34;36;1229;0;
45.140;-119.1;-116.5;36;-5;34;36;1229;0;
45.171;-119.1;-118.1;36;-5;34;36;1229;0;
45.201;-119.1;-118.1;32;-5;34;36;1229;0;
45.230;-119.1;-118.1;32;-4.9;34;36;1229;0;
45.260;-119.1;-118.1;32;-4.9;34;36;1229;0;
45.290;-119.1;-118.1;32;-4.9;34;36;1229;0;
45.321;-119.1;-118.1;32;-4.9;34;36;1261;0;
45.351;-119.1;-118.1;32;-4.9;34;36;1261;0;
45.380;-118.3;-118.1;32;-4.9;34;36;1261;0;
45.409;-118.3;-118.4;32;-4.9;34;36;1261;0;
45.439;-118.3;-118.4;32;-4.9;34;36;1261;0;
45.468;-118.3;-118.4;32;-4.8;34;36;1261;0;
45.497;-118.3;-118.4;32;-4.8;34;36;1261;0;
45.526;-118.3;-118.4;32;-4.8;34;36;1261;0;
45.556;-118.3;-118.4;32;-4.8;34;36;1261;0;
45.587;-118.3;-118.4;32;-4.8;34;36;1261;0;
45.616;-119;-118.4;32;-4.8;34;36;1261;0;
45.645;-119;-118.4;32;-4.8;34;36;1261;0;
45.710;-119;-118.6;32;-4.8;34;36;1261;0;
45.739;-119;-118.6;33;-4.8;34;36;1261;0;
45.770;-119;-118.6;33;-4.8;34;36;1261;0;
45.799;-119;-118.6;33;-4.8;34;36;1261;0;
45.829;-119;-118.6;33;-4.8;34;36;1261;0;
45.858;-119;-118.6;33;-4.8;34;36;1261;0;
45.889;-119;-118.6;33;-4.8;34;36;1261;0;
45.918;-118.8;-118.6;33;-4.8;34;36;1261;0;
45.947;-118.8;-119;33;-4.8;34;36;1261;0;
45.976;-118.8;-119;33;-4.8;34;36;1261;0;
46.006;-118.8;-119;33;-4.8;34;36;1261;0;
46.036;-118.8;-119;33;-4.8;34;36;1261;0;
46.065;-118.8;-119;33;-4.8;34;36;1261;0;
46.095;-118.8;-119;33;-4.8;34;36;1261;0;
46.124;-118.8;-119;33;-4.8;34;36;1261;0;
46.155;-119.5;-119;33;-4.8;34;36;1261;0;
46.184;-119.5;-119.4;33;-4.8;34;36;1261;0;
46.213;-119.5;-119.4;31;-4.8;34;36;1261;0;
46.242;-119.5;-119.4;31;-4.8;34;36;1261;0;
46.273;-119.5;-119.4;31;-4.8;34;36;1261;0;
46.303;-119.5;-119.4;31;-4.8;34;36;1261;0;
46.332;-119.5;-119.4;31;-4.8;34;36;1261;0;
46.361;-119.5;-119.4;31;-4.8;34;36;1261;0;
46.391;-120.4;-119.4;31;-4.8;34;36;1261;0;
46.422;-120.4;-120.2;31;-4.8;34;36;1261;0;
46.451;-120.4;-120.2;35;-4.8;34;36;1261;0;
46.480;-120.4;-120.2;35;-4.9;34;36;1261;0;
46.509;-120.4;-120.2;35;-4.9;34;36;1261;0;
46.539;-120.4;-120.2;35;-4.9;34;36;1261;0;
46.569;-120.4;-120.2;35;-4.9;34;36;1261;0;
46.598;-120.4;-120.2;35;-4.9;34;36;1261;0;
46.627;-121.8;-120.2;35;-4.9;34;36;1261;0;
46.656;-121.8;-122.5;35;-4.9;34;36;1261;0;
46.687;-121.8;-122.5;32;-4.9;34;36;1261;0;
46.717;-121.8;-122.5;32;-4.8;34;36;1261;0;
46.746;-121.8;-122.5;32;-4.8;34;36;1261;0;
46.775;-121.8;-122.5;32;-4.8;34;36;1261;0;
46.806;-121.8;-122.5;32;-4.8;34;36;1261;0;
46.835;-121.8;-122.5;32;-4.8;34;36;1261;0;
46.864;-125;-122.5;32;-4.8;34;36;1261;0;
46.893;-125;-123.8;32;-4.8;34;36;1261;0;
46.923;-125;-123.8;32;-4.8;34;36;1261;0;
46.954;-125;-123.8;32;-4.7;34;36;1261;0;
46.984;-125;-123.8;32;-4.7;34;36;1261;0;
47.013;-125;-123.8;32;-4.7;34;36;1261;0;
47.043;-125;-123.8;32;-4.7;34;36;1261;0;
47.074;-125;-123.8;32;-4.7;34;36;1261;0;
47.104;-125.9;-123.8;32;-4.7;34;36;1261;0;
47.134;-125.9;-124.5;32;-4.7;34;36;1261;0;
47.164;-125.9;-124.5;32;-4.7;34;36;1261;0;
47.193;-125.9;-124.5;32;-4.7;34;36;1261;0;
47.223;-125.9;-124.5;32;-4.7;34;36;1261;0;
47.254;-125.9;-124.5;32;-4.7;34;36;1261;0;
47.284;-125.9;-124.5;32;-4.7;34;36;1540;0;
47.313;-125.9;-124.5;32;-4.7;34;36;1540;0;
47.343;-125.2;-124.5;32;-4.7;34;36;1540;0;
47.372;-125.2;-124.8;32;-4.7;34;36;1540;0;
47.403;-125.2;-124.8;32;-4.7;34;36;1540;0;
47.433;-125.2;-124.8;32;-4.7;34;36;1540;0;
47.463;-125.2;-124.8;32;-4.7;34;36;1540;0;
47.493;-125.2;-124.8;32;-4.7;34;36;1540;0;
47.523;-125.2;-124.8;32;-4.7;34;36;1650;0;
47.553;-125.2;-124.8;32;-4.7;34;36;1650;0;
47.583;-126.8;-124.8;32;-4.7;34;36;1650;0;
47.613;-126.8;-125.7;32;-4.7;34;36;1650;0;
47.643;-126.8;-125.7;33;-4.7;34;36;1650;0;
47.674;-126.8;-125.7;33;-4.8;34;36;1650;0;
47.704;-126.8;-125.7;33;-4.8;34;36;1650;0;
47.734;-126.8;-125.7;33;-4.8;34;36;1650;0;
47.763;-126.8;-125.7;33;-4.8;34;36;1650;0;
47.793;-126.8;-125.7;33;-4.8;34;36;1650;0;
47.823;-127.1;-125.7;33;-4.8;34;36;1650;0;
47.855;-127.1;-126.9;33;-4.8;34;36;1650;0;
47.884;-127.1;-126.9;33;-4.8;34;36;1650;0;
47.940;-127.1;-127.5;33;-4.8;34;36;1650;0;
47.969;-127.1;-127.5;33;-4.8;34;36;1650;0;
47.998;-127.1;-127.5;33;-4.7;34;36;1650;0;
48.027;-127.1;-127.5;33;-4.7;34;36;1650;0;
48.056;-127.1;-127.5;33;-4.7;34;36;1650;0;
48.088;-127.1;-127.5;33;-4.7;34;36;1650;0;
48.117;-127.1;-127.5;33;-4.7;34;36;1650;0;
48.146;-130.1;-127.5;33;-4.7;34;36;1650;0;
48.175;-130.1;-129;33;-4.7;34;36;1650;0;
48.206;-130.1;-129;35;-4.7;34;36;1650;0;
48.235;-130.1;-129;35;-4.7;34;36;1650;0;
48.264;-130.1;-129;35;-4.7;34;36;1650;0;
48.293;-130.1;-129;35;-4.7;34;36;1650;0;
48.324;-130.1;-129;35;-4.7;34;36;1650;0;
48.355;-130.1;-129;35;-4.7;34;36;1650;0;
48.384;-130.7;-129;35;-4.7;34;36;1650;0;
48.413;-130.7;-130.7;35;-4.7;34;36;1650;0;
48.443;-130.7;-130.7;34;-4.7;34;36;1650;0;
48.474;-130.7;-130.7;34;-4.7;34;36;1650;0;
48.504;-130.7;-130.7;34;-4.7;34;36;1650;0;
48.534;-130.7;-130.7;34;-4.7;34;36;1650;0;
48.563;-130.7;-130.7;34;-4.7;34;36;1650;0;
48.594;-130.7;-130.7;34;-4.7;34;36;1650;0;
48.623;-134.3;-130.7;34;-4.7;34;36;1650;0;
48.655;-134.3;-132.8;34;-4.7;34;36;1650;0;
48.684;-134.3;-132.8;35;-4.7;34;36;1650;0;
48.714;-134.3;-132.8;35;-4.7;34;36;1650;0;
48.743;-134.3;-132.8;35;-4.7;34;36;1650;0;
48.773;-134.3;-132.8;35;-4.7;34;36;1650;0;
48.803;-134.3;-132.8;35;-4.7;34;36;1650;0;
48.834;-134.3;-132.8;35;-4.7;34;36;1650;0;
48.864;-134.8;-132.8;35;-4.7;34;36;1650;0;
48.895;-134.8;-134.8;35;-4.7;34;36;1650;0;
48.925;-134.8;-134.8;36;-4.7;34;36;1650;0;
48.957;-134.8;-134.8;36;-4.7;34;36;1650;0;
48.988;-134.8;-134.8;36;-4.7;34;36;1650;0;
49.018;-134.8;-134.8;36;-4.7;34;36;1650;0;
49.048;-134.8;-134.8;36;-4.7;34;36;1650;0;
49.078;-134.8;-134.8;36;-4.7;34;36;1650;0;
49.109;-137.2;-134.8;36;-4.7;34;36;1650;0;
49.140;-137.2;-137.2;36;-4.7;34;36;1650;0;
49.172;-137.2;-137.2;35;-4.7;34;36;1650;0;
49.203;-137.2;-137.2;35;-4.7;34;36;1650;0;
49.234;-137.2;-137.2;35;-4.7;34;36;1650;0;
49.265;-137.2;-137.2;35;-4.7;34;36;1650;0;
49.295;-137.2;-137.2;35;-4.7;34;36;1650;0;
49.325;-137.2;-137.2;35;-4.7;34;36;1650;0;
49.356;-140.7;-137.2;35;-4.7;34;36;1650;0;
49.386;-140.7;-139.3;35;-4.7;34;36;1650;0;
49.416;-140.7;-139.3;35;-4.7;34;36;1650;0;
49.445;-140.7;-139.3;35;-4.6;34;36;1650;0;
49.475;-140.7;-139.3;35;-4.6;34;36;1650;0;
49.505;-140.7;-139.3;35;-4.6;34;36;1650;0;
49.536;-140.7;-139.3;35;-4.6;34;36;1650;0;
49.566;-140.7;-139.3;35;-4.6;34;36;1650;0;
49.595;-140.6;-139.3;35;-4.6;34;36;1650;0;
49.625;-140.6;-141.4;35;-4.6;34;36;1650;0;
49.655;-140.6;-141.4;36;-4.6;34;36;1650;0;
49.686;-140.6;-141.4;36;-4.5;34;36;1650;0;
49.715;-140.6;-141.4;36;-4.5;34;36;1650;0;
49.745;-140.6;-141.4;36;-4.5;34;36;1650;0;
49.774;-140.6;-141.4;36;-4.5;34;36;1650;0;
49.805;-140.6;-141.4;36;-4.5;34;36;1650;0;
49.834;-143.3;-141.4;36;-4.5;34;36;1650;0;
49.864;-143.3;-143.7;36;-4.5;34;36;1650;0;
49.893;-143.3;-143.7;35;-4.5;34;36;1650;0;
49.924;-143.3;-143.7;35;-4.5;34;36;1650;0;
49.955;-143.3;-143.7;35;-4.5;34;36;1650;0;
49.984;-143.3;-143.7;35;-4.5;34;36;1650;0;
50.014;-143.3;-143.7;35;-4.5;34;36;1650;0;
50.045;-143.3;-143.7;35;-4.5;34;36;1650;0;
50.075;-145.5;-143.7;35;-4.5;34;36;1650;0;
50.107;-145.5;-145.7;35;-4.5;34;36;1650;0;
50.141;-145.5;-145.7;35;-4.5;34;36;1650;0;
50.200;-145.5;-146.4;35;-4.5;34;36;1650;0;
50.229;-145.5;-146.4;40;-4.5;34;36;1650;0;
50.260;-145.5;-146.4;40;-4.6;34;36;1650;0;
50.289;-145.5;-146.4;40;-4.6;34;36;1650;0;
50.319;-145.5;-146.4;40;-4.6;34;36;1650;0;
50.349;-145.5;-146.4;40;-4.6;34;36;1650;0;
50.379;-145.5;-146.4;40;-4.6;34;36;1650;0;
50.409;-147.4;-146.4;40;-4.6;34;36;1650;0;
50.439;-147.4;-147.5;40;-4.6;34;36;1650;0;
50.469;-147.4;-147.5;40;-4.6;34;36;1650;0;
50.499;-147.4;-147.5;40;-4.5;34;36;1650;0;
50.529;-147.4;-147.5;40;-4.5;34;36;1650;0;
50.560;-147.4;-147.5;40;-4.5;34;36;1650;0;
50.589;-147.4;-147.5;40;-4.5;34;36;1650;0;
50.621;-147.4;-147.5;40;-4.5;34;36;1650;0;
50.650;-149.8;-147.5;40;-4.5;34;36;1650;0;
50.680;-149.8;-149.9;40;-4.5;34;36;1650;0;
50.710;-149.8;-149.9;39;-4.5;34;36;1650;0;
50.739;-149.8;-149.9;39;-4.4;34;36;1650;0;
50.771;-149.8;-149.9;39;-4.4;34;36;1650;0;
50.800;-149.8;-149.9;39;-4.4;34;36;1650;0;
50.830;-149.8;-149.9;39;-4.4;34;36;1650;0;
50.860;-149.8;-149.9;39;-4.4;34;36;1650;0;
50.891;-153.6;-149.9;39;-4.4;34;36;1650;0;
50.923;-153.6;-152.6;39;-4.4;34;36;1650;0;
50.953;-153.6;-152.6;38;-4.4;34;36;1650;0;
50.984;-153.6;-152.6;38;-4.3;34;36;1650;0;
51.014;-153.6;-152.6;38;-4.3;34;36;1650;0;
51.044;-153.6;-152.6;38;-4.3;34;36;1650;0;
51.075;-153.6;-152.6;38;-4.3;34;36;1650;0;
51.105;-153.6;-152.6;38;-4.3;34;36;1650;0;
51.137;-154.9;-152.6;38;-4.3;34;36;1650;0;
51.167;-154.9;-155.3;38;-4.3;34;36;1650;0;
51.189;-154.9;-155.3;37;-4.3;34;36;1650;0;
51.214;-154.9;-155.3;37;-4.2;34;36;1650;0;
51.244;-154.9;-155.3;37;-4.2;34;36;1650;0;
51.273;-154.9;-155.3;37;-4.2;34;36;1650;0;
51.304;-154.9;-155.3;37;-4.2;34;36;1607;0;
51.334;-154.9;-155.3;37;-4.2;34;36;1607;0;
51.364;-156.5;-155.3;37;-4.2;34;36;1607;0;
51.395;-156.5;-157.5;37;-4.2;34;36;1607;0;
51.425;-156.5;-157.5;19;-4.2;34;36;1607;0;
51.456;-156.5;-157.5;19;-3.4;34;36;1607;0;
51.489;-156.5;-157.5;19;-3.4;34;36;1607;0;
51.519;-156.5;-157.5;19;-3.4;34;36;1607;0;
51.549;-156.5;-157.5;19;-3.4;34;36;1318;0;
51.579;-156.5;-157.5;19;-3.4;34;36;1318;0;
51.609;-146.9;-157.5;19;-3.4;34;36;1318;0;
51.639;-146.9;-148.3;19;-3.4;34;36;1318;0;
51.669;-146.9;-148.3;1;-3.4;34;36;1318;0;
51.699;-146.9;-148.3;1;-1.1;34;36;1318;0;
51.728;-146.9;-148.3;1;-1.1;34;36;1318;0;
51.758;-146.9;-148.3;1;-1.1;34;36;1318;0;
51.788;-146.9;-148.3;1;-1.1;34;36;838;0;
51.819;-146.9;-148.3;1;-1.1;34;36;838;0;
51.849;-128.1;-148.3;1;-1.1;34;36;838;0;
51.879;-128.1;-131.4;1;-1.1;34;36;838;0;
51.909;-128.1;-131.4;2;-1.1;34;36;838;0;
51.939;-128.1;-131.4;2;-0.2;34;36;838;0;
51.971;-128.1;-131.4;2;-0.2;34;36;838;0;
52.000;-128.1;-131.4;2;-0.2;34;36;838;0;
52.029;-128.1;-131.4;2;-0.2;34;36;143;0;
52.059;-128.1;-131.4;2;-0.2;34;36;143;0;
52.090;-109.5;-131.4;2;-0.2;34;36;143;0;
52.120;-109.5;-114.2;2;-0.2;34;36;143;0;
52.151;-109.5;-114.2;0;-0.2;34;36;143;0;
52.181;-109.5;-114.2;0;0.1;34;36;143;0;
52.212;-109.5;-114.2;0;0.1;34;36;143;0;
52.243;-109.5;-114.2;0;0.1;34;36;143;0;
52.272;-109.5;-114.2;0;0.1;34;36;0;0;
52.303;-109.5;-114.2;0;0.1;34;36;0;0;
52.334;0;-114.2;0;0.1;34;36;0;0;
52.364;0;-98;0;0.1;34;36;0;0;
52.394;0;-98;0;0.1;34;36;0;0;
52.460;0;-91.3;0;0.1;34;36;0;0;
52.489;0;-91.3;0;0.1;34;36;0;0;
52.520;0;-91.3;0;0.1;34;36;0;0;
52.550;0;-91.3;0;0.1;34;36;0;0;
52.580;0;-91.3;0;0.1;34;36;0;0;
52.611;0;-91.3;0;0.1;34;36;0;0;
52.641;0;-91.3;0;0.1;34;36;0;0;
52.673;0;-91.3;0;0.1;34;36;0;0;
52.703;0;-78.6;0;0.1;34;36;0;0;
52.734;0;-78.6;0;0.1;34;36;0;0;
52.764;0;-78.6;0;0.1;34;36;0;0;
52.794;0;-78.6;0;0.1;34;36;0;0;
52.824;0;-78.6;0;0.1;34;36;0;0;
52.855;0;-78.6;0;0.1;34;36;0;0;
52.884;0;-78.6;0;0.1;34;36;0;0;
52.914;0;-78.6;0;0.1;34;36;0;0;
52.944;0;-65.9;0;0.1;34;36;0;0;
52.974;0;-65.9;0;0.1;34;36;0;0;
53.005;0;-65.9;0;0.1;34;36;0;0;
53.036;0;-65.9;0;0.1;34;36;0;0;
53.066;0;-65.9;0;0.1;34;36;0;0;
53.096;0;-65.9;0;0.1;34;36;0;0;
53.127;0;-65.9;0;0.1;34;36;0;0;
53.156;0;-65.9;0;0.1;34;36;0;0;
53.188;0;-54.2;0;0.1;34;36;0;0;
53.218;0;-54.2;0;0.1;34;36;0;0;
53.248;0;-54.2;0;0.1;34;36;0;0;
53.278;0;-54.2;0;0.1;34;36;0;0;
53.308;0;-54.2;0;0.1;34;36;0;0;
53.339;0;-54.2;0;0.1;34;36;0;0;
53.369;0;-54.2;0;0.1;34;36;0;0;
53.400;0;-54.2;0;0.1;34;36;0;0;
53.430;0;-43.6;0;0.1;34;36;0;0;
53.460;0;-43.6;0;0.1;34;36;0;0;
53.491;0;-43.6;0;0.1;34;36;0;0;
53.523;0;-43.6;0;0.1;34;36;0;0;
53.555;0;-43.6;0;0.1;34;36;0;0;
53.586;0;-43.6;0;0.1;34;36;0;0;
53.616;0;-43.6;0;0.1;34;36;0;0;
53.646;0;-43.6;0;0.1;34;36;0;0;
53.676;0;-34.2;0;0.1;34;36;0;0;
53.706;0;-34.2;0;0.1;34;36;0;0;
53.737;0;-34.2;0;0.1;34;36;0;0;
53.767;0;-34.2;0;0.1;34;36;0;0;
53.798;0;-34.2;0;0.1;34;36;0;0;
53.828;0;-34.2;0;0.1;34;36;0;0;
53.859;0;-34.2;0;0.1;34;36;0;0;
53.889;0;-34.2;0;0.1;34;36;0;0;
53.921;0;-25.8;0;0.1;34;36;0;0;
53.951;0;-25.8;0;0.1;34;36;0;0;
53.981;0;-25.8;0;0.1;34;36;0;0;
54.011;0;-25.8;0;0.1;34;36;0;0;
54.042;0;-25.8;0;0.1;34;36;0;0;
54.073;0;-25.8;0;0.1;34;36;0;0;
54.104;0;-25.8;0;0.1;34;36;0;0;
54.134;0;-25.8;0;0.1;34;36;0;0;
54.164;0;-18.7;0;0.1;34;36;0;0;
54.195;0;-18.7;0;0.1;34;36;0;0;
54.225;0;-18.7;0;0.1;34;36;0;0;
54.257;0;-18.7;0;0.1;34;36;0;0;
54.280;0;-18.7;0;0.1;34;36;0;0;
54.310;0;-18.7;0;0.1;34;36;0;0;
54.341;0;-18.7;0;0.1;34;36;0;0;
54.373;0;-18.7;0;0.1;34;36;0;0;
54.405;0;-12.9;0;0.1;34;36;0;0;
54.436;0;-12.9;0;0.1;34;36;0;0;
54.466;0;-12.9;0;0.1;34;36;0;0;
54.496;0;-12.9;0;0.1;34;36;0;0;
54.526;0;-12.9;0;0.1;34;36;0;0;
54.557;0;-12.9;0;0.1;34;36;0;0;
54.589;0;-12.9;0;0.1;34;36;0;0;
54.619;0;-12.9;0;0.1;34;36;0;0;
54.649;0;-7.9;0;0.1;34;36;0;0;
54.679;0;-7.9;0;0.1;34;36;0;0;
54.736;0;-6;0;0.1;34;36;0;0;
54.766;0;-6;0;0.1;34;36;0;0;
54.796;0;-6;0;0.1;34;36;0;0;
54.827;0;-6;0;0.1;34;36;0;0;
54.860;0;-6;0;0.1;34;36;0;0;
54.891;0;-6;0;0.1;34;36;0;0;
54.922;0;-6;0;0.1;34;36;0;0;
54.955;0;-6;0;0.1;34;36;0;0;
54.985;0;-2.6;0;0.1;34;36;0;0;
55.015;0;-2.6;0;0.1;34;36;0;0;
55.045;0;-2.6;0;0.1;34;36;0;0;
55.077;0;-2.6;0;0.1;34;36;0;0;
55.106;0;-2.6;0;0.1;34;36;0;0;
55.138;0;-2.6;0;0.1;34;36;0;0;
55.168;0;-2.6;0;0.1;34;36;0;0;
55.198;0;-2.6;0;0.1;34;36;0;0;
55.228;0;-0.2;0;0.1;34;36;0;0;
55.260;0;-0.2;0;0.1;34;36;0;0;
55.291;0;-0.2;0;0.1;34;36;0;0;
55.322;0;-0.2;0;0.1;34;36;0;0;
55.355;0;-0.2;0;0.1;34;36;0;0;
55.385;0;-0.2;0;0.1;34;36;0;0;
55.415;0;-0.2;0;0.1;34;36;0;0;
55.439;0;-0.2;0;0.1;34;36;0;0;
55.469;0;0;0;0.1;34;36;0;0;
55.499;0;0;0;0.1;34;36;0;0;
55.529;0;0;0;0.1;34;36;0;0;
55.560;0;0;0;0.1;34;36;0;0;
55.589;0;0;0;0.1;34;36;0;0;
55.620;0;0;0;0.1;34;36;0;0;
55.651;0;0;0;0.1;34;36;0;0;
55.681;0;0;0;0.1;34;36;0;0;
55.712;0;0;0;0.1;34;36;0;0;
55.742;0;0;0;0.1;34;36;0;0;
55.773;0;0;0;0.1;34;36;0;0;
55.805;0;0;0;0.1;34;36;0;0;
55.836;0;0;0;0.1;34;36;0;0;
55.867;0;0;0;0.1;34;36;0;0;
